; Fri, 15 May 2015, 18:37:42

AX-89794240:nmh         0.556  ; 5282

AX-89905830:ph3         0.556  ; 5283

AX-89805097:ph3         0.556  ; 5284

AX-89852936:ph3         0.694  ; 5285

AX-89893943:ph3         0.694  ; 5286

AX-89849486:ph3         0.833  ; 5287

AX-89889401:ph3         1.204  ; 5288

AX-89832268:nmh         1.574  ; 5289

AX-89889548:nmh         1.574  ; 5290

AX-89848781:ph3         1.944  ; 5291

AX-89848820:ph3         1.944  ; 5292

AX-89791871:nmh         1.944  ; 5293

AX-89791827:nmh         1.944  ; 5294

AX-89833177:nmh         2.776  ; 5295

AX-89890021:ph3         3.190  ; 5296

AX-89832804:ph3         3.190  ; 5297

AX-89833361:nmh         3.604  ; 5298

AX-89792458:nmh         3.604  ; 5299

AX-89804770:ph3         3.620  ; 5300

AX-89889886:nmh         4.492  ; 5301

AX-89792080:nmh         4.932  ; 5302

AX-89890919:ph3         5.165  ; 5303

AX-89792112:nmh         5.372  ; 5304

AX-89848960:nmh         5.812  ; 5305

AX-89833712:ph3         5.918  ; 5306

AX-89792433:nmh         6.252  ; 5307

AX-89890969:ph3         6.671  ; 5308

AX-89792606:nmh         7.138  ; 5309

AX-89833568:nmh         7.578  ; 5310

AX-89863896:nmh         7.578  ; 5311

AX-89891172:nmh         8.018  ; 5312

AX-89833959:nmh         8.018  ; 5313

AX-89913725:nmh         8.018  ; 5314

AX-89792660:nmh         8.018  ; 5315

AX-89863912:ph3         8.956  ; 5316

AX-89792830:nmh         9.709  ; 5317

AX-89792892:nmh         9.709  ; 5318

AX-89834323:nmh         9.809  ; 5319

AX-89792955:nmh        10.462  ; 5320

AX-89905677:ph3        10.694  ; 5321

AX-89891522:nmh        11.134  ; 5322

AX-89834561:ph3        11.215  ; 5323

AX-89793472:nmh        11.968  ; 5324

AX-89793328:nmh        12.470  ; 5325

AX-89793509:nmh        12.721  ; 5326

AX-89793463:nmh        12.910  ; 5327

AX-89892032:nmh        13.350  ; 5328

AX-89835285:nmh        14.235  ; 5329

AX-89835101:ph3        14.235  ; 5330

AX-89892493:ph2        14.235  ; 5331

AX-89892360:nmh        14.235  ; 5332

AX-89793914:nmh        15.230  ; 5333

AX-89892141:nmh        15.709  ; 5334

AX-89892619:ph3        15.725  ; 5335

AX-89892681:nmh        16.220  ; 5336

AX-89892684:ph3        16.714  ; 5337

AX-89905814:ph3        17.710  ; 5338

AX-89861768:ph3        19.707  ; 5339

AX-89807938:nmh        20.373  ; 5340

AX-89814162:nmh        20.834  ; 5341

AX-89788454:ph3        24.895  ; 5342

AX-89788470:nmh        25.594  ; 5343

AX-89828836:nmh        26.292  ; 5344

AX-89892958:ph3        26.739  ; 5345

AX-89835687:nmh        27.200  ; 5346

AX-89835647:ph3        27.661  ; 5347

AX-89893126:nmh        28.123  ; 5348

AX-89794318:nmh        28.584  ; 5349

AX-89864069:nmh        29.511  ; 5350

AX-89905845:ph3        29.973  ; 5351

AX-89835999:nmh        30.434  ; 5352

AX-89836037:nmh        30.895  ; 5353

AX-89893313:ph3        32.294  ; 5354

AX-89794490:nmh        32.756  ; 5355

AX-89849419:ph3        32.756  ; 5356

AX-89893415:nmh        33.683  ; 5357

AX-89849429:ph3        34.144  ; 5358

AX-89893911:nmh        34.606  ; 5359

AX-89858361:nmh        35.067  ; 5360

AX-89864114:ph3        35.067  ; 5361

AX-89858363:nmh        35.700  ; 5362

AX-89905882:ph3        36.454  ; 5363

AX-89794791:nmh        36.916  ; 5364

AX-89893774:nmh        37.843  ; 5365

AX-89814260:nmh        38.771  ; 5366

AX-89858338:nmh        39.232  ; 5367

AX-89905877:ph3        39.693  ; 5368

AX-89914254:nmh        40.155  ; 5369

AX-89794780:nmh        41.082  ; 5370

AX-89794722:ph3        42.226  ; 5371

AX-89893631:ph3        43.408  ; 5372

AX-89794710:nmh        43.869  ; 5373

AX-89849442:ph3        44.330  ; 5374

AX-89905873:ph3        44.791  ; 5375

AX-89807718:ph3        45.719  ; 5376

AX-89893533:ph3        46.180  ; 5377

AX-89894166:nmh        46.624  ; 5378

AX-89804741:ph3        47.108  ; 5379

AX-89905396:ph3        48.036  ; 5380

AX-89848779:ph3        48.036  ; 5381

AX-89852611:ph3        48.313  ; 5382

AX-89852617:nmh        49.434  ; 5383

AX-89836948:ph3        49.434  ; 5384

AX-89913399:nmh        50.133  ; 5385

AX-89836792:ph3        51.792  ; 5386

AX-89849506:ph3        52.253  ; 5387

AX-89836882:ph3        52.531  ; 5388

AX-89849502:ph3        52.531  ; 5389

AX-89849496:ph3        52.867  ; 5390

AX-89894048:ph3        52.867  ; 5391

AX-89861857:ph3        54.221  ; 5392

AX-89795139:nmh        55.620  ; 5393

AX-89836749:nmh        56.349  ; 5394

AX-89836771:ph3        58.228  ; 5395

AX-89894000:nmh        59.473  ; 5396

AX-89836785:ph3        60.092  ; 5397

AX-89905898:ph3        61.338  ; 5398

AX-89905897:ph3        61.957  ; 5399

AX-89836683:ph3        62.576  ; 5400

AX-89890001:ph3        63.195  ; 5401

AX-89889909:nmh        65.587  ; 5402

AX-89791947:ph3        66.091  ; 5403

AX-89791912:nmh        67.620  ; 5404

AX-89832642:nmh        68.123  ; 5405

AX-89889789:ph3        69.137  ; 5406

AX-89905434:ph3        69.640  ; 5407

AX-89791815:nmh        70.144  ; 5408

AX-89889632:nmh        71.157  ; 5409

AX-89835335:ph3        71.661  ; 5410

AX-89793859:nmh        72.165  ; 5411

AX-89890651:nmh        73.178  ; 5412

AX-89890624:nmh        74.706  ; 5413

AX-89792411:nmh        75.720  ; 5414

AX-89890594:ph2        75.720  ; 5415

AX-89905521:ph3        76.223  ; 5416

AX-89833300:nmh        77.237  ; 5417

AX-89890520:nmh        78.250  ; 5418

AX-89848927:ph3        78.754  ; 5419

AX-89890431:ph3        80.282  ; 5420

AX-89890428:nmh        81.295  ; 5421

AX-89833180:nmh        82.308  ; 5422

AX-89833148:ph2        82.812  ; 5423

AX-89833563:ph2        83.825  ; 5424

AX-89792533:ph3        83.825  ; 5425

AX-89833530:ph3        83.825  ; 5426

AX-89905637:nmh        84.103  ; 5427

AX-89792521:ph3        84.381  ; 5428

AX-89891151:nmh        84.520  ; 5429

AX-89833512:ph3        84.659  ; 5430

AX-89890764:ph3        84.659  ; 5431

AX-89833994:nmh        85.640  ; 5432

AX-89890742:ph3        86.622  ; 5433

AX-89861638:ph3        86.622  ; 5434

AX-89905547:ph3        87.320  ; 5435

AX-89792748:ph2        88.017  ; 5436

AX-89792548:ph3        88.017  ; 5437

AX-89849029:nmh        88.017  ; 5438

AX-89833774:nmh        88.794  ; 5439

AX-89848974:ph3        89.007  ; 5440

AX-89890996:nmh        89.180  ; 5441

AX-89833790:nmh        89.957  ; 5442

AX-89890958:nmh        90.733  ; 5443

AX-89833701:nmh        91.510  ; 5444

AX-89849001:ph3        91.896  ; 5445

AX-89792659:nmh        92.673  ; 5446

AX-89890917:ph3        93.059  ; 5447

AX-89833671:nmh        93.445  ; 5448

AX-89913673:nmh        94.222  ; 5449

AX-89848996:nmh        94.608  ; 5450

AX-89848988:ph3        94.608  ; 5451

AX-89890883:nmh        94.994  ; 5452

AX-89890854:ph3        96.565  ; 5453

AX-89833629:ph3        96.951  ; 5454

AX-89908688:nmh        97.338  ; 5455

AX-89861677:nmh        97.724  ; 5456

AX-89792934:nmh        98.500  ; 5457

AX-89815569:ph3        98.887  ; 5458

AX-89834150:nmh        99.273  ; 5459

AX-89793032:nmh       100.444  ; 5460

AX-89818135:ph3       100.830  ; 5461

AX-89833056:nmh       102.402  ; 5462

AX-89890312:ph3       102.788  ; 5463

AX-89890305:ph3       103.174  ; 5464

AX-89847690:ph3       105.149  ; 5465

AX-89881015:ph3       105.149  ; 5466

AX-89880982:ph3       105.149  ; 5467

AX-89834349:nmh       105.570  ; 5468

AX-89793295:ph3       105.992  ; 5469

AX-89793337:nmh       105.992  ; 5470

AX-89891734:ph3       106.573  ; 5471

AX-89849184:ph3       107.263  ; 5472

AX-89792482:ph3       107.470  ; 5473

AX-89905678:ph3       107.935  ; 5474

AX-89891724:ph3       107.953  ; 5475

AX-89793228:ph3       109.341  ; 5476

AX-89868465:ph3       109.343  ; 5477

AX-89913825:ph3       109.343  ; 5478

AX-89891812:ph3       109.902  ; 5479

AX-89905694:ph3       110.044  ; 5480

AX-89834425:ph3       110.745  ; 5481

AX-89891616:ph3       110.745  ; 5482

AX-89891628:ph3       110.745  ; 5483

AX-89834379:ph3       111.733  ; 5484

AX-89875065:ph3       112.721  ; 5485

AX-89875027:ph3       114.289  ; 5486

AX-89849212:ph3       114.436  ; 5487

AX-89817840:ph3       115.857  ; 5488

AX-89874912:ph3       115.857  ; 5489

AX-89891569:ph3       116.319  ; 5490

AX-89849306:nmh       116.553  ; 5491

AX-89892055:ph3       117.249  ; 5492

AX-89834846:nmh       117.249  ; 5493

AX-89793530:ph3       117.249  ; 5494

AX-89874934:ph3       117.959  ; 5495

AX-89849244:ph3       118.670  ; 5496

AX-89793167:ph3       119.339  ; 5497

AX-89804986:nmh       120.349  ; 5498

AX-89793489:ph3       120.349  ; 5499

AX-89834743:nmh       120.709  ; 5500

AX-89868488:nmh       121.565  ; 5501

AX-89849225:ph3       121.746  ; 5502

AX-89892018:ph3       121.865  ; 5503

AX-89913871:nmh       123.418  ; 5504

AX-89793401:nmh       123.845  ; 5505

AX-89849213:ph3       124.273  ; 5506

AX-89804982:nmh       124.551  ; 5507

AX-89793447:nmh       124.551  ; 5508

AX-89834701:ph3       124.828  ; 5509

AX-89849207:ph3       126.230  ; 5510

AX-89905718:ph3       126.230  ; 5511

AX-89891840:ph3       126.674  ; 5512

AX-89804977:ph3       126.785  ; 5513

AX-89892506:nmh       126.785  ; 5514

AX-89863956:ph3       126.785  ; 5515

AX-89793850:ph3       127.201  ; 5516

AX-89835273:nmh       128.468  ; 5517

AX-89905784:ph3       128.468  ; 5518

AX-89905788:ph3       128.747  ; 5519

AX-89835222:ph3       129.027  ; 5520

AX-89835216:ph3       129.305  ; 5521

AX-89892431:ph3       129.582  ; 5522

AX-89849312:ph3       130.118  ; 5523

AX-89793758:ph3       131.544  ; 5524

AX-89793757:ph3       131.544  ; 5525

AX-89905776:ph3       131.822  ; 5526

AX-89892382:ph3       132.100  ; 5527

AX-89849289:ph3       132.100  ; 5528

AX-89858025:ph3       132.379  ; 5529

AX-89890163:ph3       132.659  ; 5530

AX-89835134:nmh       132.659  ; 5531

AX-89792121:nmh       132.936  ; 5532

AX-89792127:ph3       133.214  ; 5533

AX-89892359:ph2       133.631  ; 5534

AX-89892218:ph3       134.048  ; 5535

AX-89835105:ph3       134.048  ; 5536

AX-89846431:ph3       134.048  ; 5537

AX-89892226:ph3       134.614  ; 5538











group 5B



AX-89838625:nmh         0.000  ; 6906

AX-89793694:ph3         0.000  ; 6907

AX-89890161:ph3         0.556  ; 6908

AX-89890139:ph3         0.556  ; 6909

AX-89835271:ph3         1.111  ; 6910

AX-89834753:ph3         1.667  ; 6911

AX-89834799:ph3         2.222  ; 6912

AX-89817895:ph3         3.908  ; 6913

AX-89817905:ph3         3.908  ; 6914

AX-89849183:ph3         4.463  ; 6915

AX-89891657:ph3         4.463  ; 6916

AX-89891419:nmh         5.019  ; 6917

AX-89849196:nmh         5.019  ; 6918

AX-89849193:ph3         5.019  ; 6919

AX-89818172:nmh         5.574  ; 6920

AX-89891397:ph3         7.260  ; 6921

AX-89834151:ph3         7.816  ; 6922

AX-89891270:nmh         9.501  ; 6923

AX-89833687:nmh        10.619  ; 6924

AX-89891005:nmh        11.736  ; 6925

AX-89890913:nmh        12.291  ; 6926

AX-89833826:nmh        12.847  ; 6927

AX-89833851:ph3        13.403  ; 6928

AX-89833873:ph3        14.520  ; 6929

AX-89792841:ph3        16.205  ; 6930

AX-89891203:ph3        16.761  ; 6931

AX-89807828:nmh        16.761  ; 6932

AX-89833554:ph3        17.317  ; 6933

AX-89905544:ph3        17.872  ; 6934

AX-89890656:nmh        27.231  ; 6935

AX-89835316:ph3        28.968  ; 6936

AX-89791801:nmh        30.086  ; 6937

AX-89832507:nmh        30.641  ; 6938

AX-89889761:nmh        32.327  ; 6939

AX-89832532:nmh        32.882  ; 6940

AX-89913450:nmh        35.154  ; 6941

AX-89889934:ph3        38.007  ; 6942

AX-89889945:ph3        38.007  ; 6943

AX-89889913:nmh        38.285  ; 6944

AX-89832692:nmh        38.563  ; 6945

AX-89832738:ph3        38.841  ; 6946

AX-89832724:ph3        38.841  ; 6947

AX-89890008:nmh        38.841  ; 6948

AX-89905454:ph3        39.119  ; 6949

AX-89889927:nmh        39.119  ; 6950

AX-89792036:nmh        40.050  ; 6951

AX-89792014:ph3        40.514  ; 6952

AX-89832760:nmh        41.260  ; 6953

AX-89794915:nmh        41.403  ; 6954

AX-89893954:ph3        42.293  ; 6955

AX-89836695:nmh        42.762  ; 6956

AX-89836767:nmh        44.263  ; 6957

AX-89872693:ph2        44.263  ; 6958

AX-89836918:ph3        45.522  ; 6959

AX-89894077:nmh        46.255  ; 6960

AX-89849497:ph3        47.270  ; 6961

AX-89795067:ph3        47.270  ; 6962

AX-89836897:nmh        47.296  ; 6963

AX-89894157:nmh        47.952  ; 6964

AX-89894073:nmh        48.033  ; 6965

AX-89836823:nmh        48.719  ; 6966

AX-89805181:ph3        49.688  ; 6967

AX-89848794:ph3        49.943  ; 6968

AX-89795124:nmh        50.169  ; 6969

AX-89836958:nmh        50.651  ; 6970

AX-89795129:ph3        50.651  ; 6971

AX-89795152:nmh        51.133  ; 6972

AX-89889395:nmh        51.263  ; 6973

AX-89791569:nmh        51.614  ; 6974

AX-89791621:ph3        52.583  ; 6975

AX-89889441:ph3        52.583  ; 6976

AX-89864144:nmh        54.177  ; 6977

AX-89791659:nmh        54.514  ; 6978

AX-89791678:ph3        55.970  ; 6979

AX-89889385:nmh        56.759  ; 6980

AX-89889606:nmh        57.796  ; 6981

AX-89832394:ph3        57.993  ; 6982

AX-89889622:ph3        58.399  ; 6983

AX-89889607:nmh        58.399  ; 6984

AX-89794564:nmh        59.217  ; 6985

AX-89889612:nmh        59.560  ; 6986

AX-89908968:nmh        59.624  ; 6987

AX-89849430:ph3        59.624  ; 6988

AX-89858277:nmh        60.030  ; 6989

AX-89815616:ph3        60.437  ; 6990

AX-89836228:nmh        60.437  ; 6991

AX-89836300:nmh        60.437  ; 6992

AX-89794587:nmh        61.554  ; 6993

AX-89849433:ph3        61.558  ; 6994

AX-89794588:nmh        61.558  ; 6995

AX-89794608:nmh        61.928  ; 6996

AX-89893527:ph3        62.672  ; 6997

AX-89914212:nmh        62.672  ; 6998

AX-89836297:ph3        62.672  ; 6999

AX-89893647:nmh        63.451  ; 7000

AX-89893668:ph3        63.451  ; 7001

AX-89794677:ph3        63.540  ; 7002

AX-89836388:ph3        63.972  ; 7003

AX-89853016:nmh        64.403  ; 7004

AX-89836511:nmh        64.583  ; 7005

AX-89836390:ph3        65.271  ; 7006

AX-89794762:ph3        65.795  ; 7007

AX-89908983:nmh        66.140  ; 7008

AX-89893759:ph3        66.574  ; 7009

AX-89893639:ph3        67.008  ; 7010

AX-89836408:nmh        67.008  ; 7011

AX-89794751:nmh        67.353  ; 7012

AX-89893693:nmh        68.132  ; 7013

AX-89836429:ph3        68.318  ; 7014

AX-89805131:nmh        69.186  ; 7015

AX-89836213:ph3        70.496  ; 7016

AX-89893863:nmh        71.128  ; 7017

AX-89893397:nmh        71.226  ; 7018

AX-89794881:nmh        71.760  ; 7019

AX-89893869:nmh        71.760  ; 7020

AX-89893396:nmh        71.987  ; 7021

AX-89836173:ph3        72.984  ; 7022

AX-89836566:nmh        73.030  ; 7023

AX-89794518:nmh        73.479  ; 7024

AX-89794901:nmh        73.479  ; 7025

AX-89836597:nmh        73.662  ; 7026

AX-89794825:nmh        73.662  ; 7027

AX-89808036:nmh        74.135  ; 7028

AX-89893832:nmh        74.453  ; 7029

AX-89914187:nmh        75.987  ; 7030

AX-89836177:nmh        76.208  ; 7031

AX-89794495:nmh        76.482  ; 7032

AX-89852995:nmh        76.482  ; 7033

AX-89836068:ph2        77.479  ; 7034

AX-89836073:ph3        77.479  ; 7035

AX-89794523:nmh        77.757  ; 7036

AX-89893318:ph3        78.046  ; 7037

AX-89905857:ph3        78.622  ; 7038

AX-89794477:ph3        79.198  ; 7039

AX-89849395:ph3        80.944  ; 7040

AX-89794117:nmh        82.691  ; 7041

AX-89914153:nmh        83.267  ; 7042

AX-89893135:ph3        83.267  ; 7043

AX-89905823:ph3        83.267  ; 7044

AX-89807964:nmh        83.843  ; 7045

AX-89892968:nmh        85.000  ; 7046

AX-89893013:nmh        85.576  ; 7047

AX-89788578:ph3        86.152  ; 7048

AX-89835805:ph3        86.152  ; 7049

AX-89835803:ph3        86.549  ; 7050

AX-89835809:ph3        87.349  ; 7051

AX-89835814:nmh        88.026  ; 7052

AX-89835818:nmh        88.148  ; 7053

AX-89828943:nmh        88.948  ; 7054

AX-89905121:ph3        88.948  ; 7055

AX-89848345:ph3        88.948  ; 7056

AX-89848341:ph3        89.226  ; 7057

AX-89886072:ph3        89.365  ; 7058

AX-89868139:ph3        89.503  ; 7059

AX-89828926:nmh        89.781  ; 7060

AX-89788506:ph3        90.059  ; 7061

AX-89788488:ph3        90.337  ; 7062

AX-89905116:ph3        90.337  ; 7063

AX-89788450:nmh        90.337  ; 7064

AX-89788435:nmh        90.892  ; 7065

AX-89828858:nmh        90.892  ; 7066

AX-89885980:ph3        91.448  ; 7067

AX-89892766:nmh        92.284  ; 7068

AX-89892753:ph3        92.284  ; 7069

AX-89852920:ph3        92.840  ; 7070

AX-89892700:nmh        93.118  ; 7071

AX-89793980:ph3        93.395  ; 7072

AX-89835479:nmh        93.395  ; 7073

AX-89834854:nmh        95.378  ; 7074

AX-89857969:nmh        95.378  ; 7075

AX-89891801:nmh        96.692  ; 7076

AX-89834179:nmh        98.006  ; 7077

AX-89834603:nmh        98.660  ; 7078

AX-89834146:ph3        98.660  ; 7079

AX-89833538:nmh       102.002  ; 7080

AX-89890601:nmh       102.002  ; 7081

AX-89792635:nmh       103.316  ; 7082

AX-89807978:ph3       106.063  ; 7083

AX-89832811:nmh       106.575  ; 7084

AX-89832922:nmh       107.027  ; 7085

AX-89908956:ph3       107.415  ; 7086

AX-89792115:nmh       107.480  ; 7087

AX-89794461:nmh       108.134  ; 7088

AX-89858255:nmh       108.853  ; 7089

AX-89835936:ph3       108.853  ; 7090

AX-89861765:nmh       109.409  ; 7091

AX-89836557:nmh       109.964  ; 7092

AX-89794184:nmh       110.520  ; 7093

AX-89805063:nmh       111.075  ; 7094

AX-89795034:nmh       111.631  ; 7095

AX-89890420:nmh       112.186  ; 7096

AX-89890137:nmh       113.309  ; 7097


group 5C



AX-89914029:nmh         0.000  ; 10917

AX-89914030:nmh         0.556  ; 10918

AX-89892697:ph3         1.111  ; 10919

AX-89835477:ph3         1.930  ; 10920

AX-89788511:ph3         2.782  ; 10921

AX-89788544:ph3         3.900  ; 10922

AX-89788579:ph3         6.742  ; 10923

AX-89794215:ph3         9.002  ; 10924

AX-89908912:ph3         9.575  ; 10925

AX-89794416:ph3        10.448  ; 10926

AX-89835677:ph3        10.978  ; 10927

AX-89864045:ph3        11.259  ; 10928

AX-89794154:ph3        11.818  ; 10929

AX-89836971:nmh        39.054  ; 10930

AX-89795065:ph3        41.397  ; 10931

AX-89836776:ph3        42.555  ; 10932

AX-89795028:nmh        43.131  ; 10933

AX-89836852:ph3        44.290  ; 10934

AX-89836813:ph3        44.866  ; 10935

AX-89794999:nmh        45.441  ; 10936

AX-89893939:ph3        50.877  ; 10937

AX-89794935:ph3        52.630  ; 10938

AX-89836708:ph3        53.789  ; 10939

AX-89868363:ph3        54.364  ; 10940

AX-89889819:ph3        54.364  ; 10941

AX-89832563:ph3        54.923  ; 10942

AX-89889766:ph3        55.772  ; 10943

AX-89905418:ph3        56.344  ; 10944

AX-89905428:ph3        56.622  ; 10945

AX-89905425:ph3        56.622  ; 10946

AX-89857548:nmh        56.622  ; 10947

AX-89872606:ph3        56.622  ; 10948

AX-89889661:nmh        58.533  ; 10949

AX-89848948:ph3        59.163  ; 10950

AX-89833417:ph3        59.163  ; 10951

AX-89792428:ph3        59.163  ; 10952

AX-89792387:ph3        60.041  ; 10953

AX-89792311:nmh        61.366  ; 10954

AX-89890507:ph3        61.480  ; 10955

AX-89833200:ph3        62.244  ; 10956

AX-89792313:ph3        62.244  ; 10957

AX-89833193:nmh        63.228  ; 10958

AX-89848911:ph3        63.881  ; 10959

AX-89792369:ph3        64.212  ; 10960

AX-89793902:ph3        65.533  ; 10961

AX-89892597:ph3        66.183  ; 10962

AX-89890060:ph3        66.833  ; 10963

AX-89848879:nmh        67.483  ; 10964

AX-89891214:ph3        70.651  ; 10965

AX-89905644:ph3        71.465  ; 10966

AX-89891121:nmh        73.437  ; 10967

AX-89890998:nmh        73.437  ; 10968

AX-89792708:nmh        74.088  ; 10969

AX-89891242:nmh        74.738  ; 10970

AX-89861652:nmh        75.388  ; 10971

AX-89857825:ph3        76.695  ; 10972

AX-89792618:nmh        77.345  ; 10973

AX-89891283:nmh        77.996  ; 10974

AX-89804926:nmh        79.303  ; 10975

AX-89793000:nmh        80.611  ; 10976

AX-89792973:nmh        81.261  ; 10977

AX-89868453:nmh        81.911  ; 10978

AX-89818165:nmh        83.218  ; 10979

AX-89780070:nmh        83.868  ; 10980

AX-89891587:ph3        85.841  ; 10981

AX-89875028:nmh        86.491  ; 10982

AX-89890699:nmh        88.463  ; 10983

AX-89817792:nmh        89.771  ; 10984

AX-89779827:ph3        91.330  ; 10985

AX-89891777:nmh        93.383  ; 10986

AX-89803272:nmh        95.022  ; 10987

AX-89891552:nmh        95.672  ; 10988

AX-89780053:ph3        97.324  ; 10989

AX-89804967:nmh        98.950  ; 10990

AX-89793673:nmh        99.267  ; 10991

AX-89868489:ph3        99.600  ; 10992

AX-89854449:nmh        99.600  ; 10993

AX-89793454:nmh       100.250  ; 10994

AX-89913878:nmh       101.558  ; 10995

AX-89793398:ph3       102.241  ; 10996

AX-89834721:nmh       102.824  ; 10997

AX-89793408:nmh       103.592  ; 10998

AX-89834704:nmh       105.061  ; 10999

AX-89834710:nmh       105.617  ; 11000

AX-89793423:nmh       105.617  ; 11001

AX-89834662:nmh       106.172  ; 11002

AX-89793378:nmh       106.728  ; 11003

AX-89793724:nmh       106.844  ; 11004

AX-89835283:ph3       107.845  ; 11005

AX-89849298:ph3       108.401  ; 11006

AX-89892406:nmh       108.956  ; 11007

AX-89835005:nmh       110.074  ; 11008

AX-89792123:nmh       110.629  ; 11009

AX-89892209:nmh       111.392  ; 11010

AX-89835027:nmh       112.867  ; 11011

AX-89892251:nmh       113.422  ; 11012

AX-89835048:nmh       113.978  ; 11013

group 5D



AX-89836268:ph3         0.000  ; 2652

AX-89849412:ph3         1.129  ; 2653

AX-89794233:nmh         1.129  ; 2654

AX-89833398:nmh         1.663  ; 2655

AX-89792264:nmh         2.797  ; 2656

AX-89889912:ph3         2.797  ; 2657

AX-89857608:ph3         2.805  ; 2658

AX-89848880:ph3         2.805  ; 2659

AX-89894116:ph3         3.642  ; 2660

AX-89807832:nmh         4.199  ; 2661

AX-89892574:ph3         4.756  ; 2662

AX-89794829:nmh         4.756  ; 2663

AX-89791817:nmh         5.237  ; 2664

AX-89832886:nmh         6.204  ; 2665

AX-89795093:ph3         6.753  ; 2666

AX-89832794:nmh         7.170  ; 2667

AX-89893564:nmh         7.411  ; 2668

AX-89849473:ph3         7.411  ; 2669

AX-89832810:nmh         8.069  ; 2670

AX-89792381:nmh         8.137  ; 2671

AX-89890807:nmh         9.104  ; 2672

AX-89890941:nmh         9.585  ; 2673

AX-89792891:ph3        10.065  ; 2674

AX-89792851:nmh        10.065  ; 2675

AX-89891143:ph3        10.065  ; 2676

AX-89891521:ph3        10.902  ; 2677

AX-89849215:nmh        10.902  ; 2678

AX-89793335:nmh        11.379  ; 2679

AX-89849233:ph3        11.567  ; 2680

AX-89793249:ph3        12.231  ; 2681

AX-89794015:ph3        15.877  ; 2682

AX-89868136:ph3        17.324  ; 2683

AX-89788466:ph3        17.801  ; 2684

AX-89788577:nmh        18.761  ; 2685

AX-89849375:ph3        19.238  ; 2686

AX-89893066:nmh        19.797  ; 2687

AX-89805071:nmh        20.349  ; 2688

AX-89835839:ph3        20.967  ; 2689

AX-89893026:nmh        21.493  ; 2690

AX-89835798:nmh        22.052  ; 2691

AX-89794206:nmh        22.617  ; 2692

AX-89835706:ph3        24.897  ; 2693

AX-89835711:ph3        24.897  ; 2694

AX-89835744:nmh        24.897  ; 2695

AX-89835722:ph3        25.313  ; 2696

AX-89835635:ph3        27.009  ; 2697

AX-89794086:ph3        27.425  ; 2698

AX-89794309:ph3        27.926  ; 2699

AX-89849390:ph3        29.963  ; 2700

AX-89893223:ph3        31.257  ; 2701

AX-89794454:ph3        33.206  ; 2702

AX-89836136:ph3        34.809  ; 2703

AX-89794487:ph3        35.364  ; 2704

AX-89852990:ph3        35.920  ; 2705

AX-89836087:ph3        37.330  ; 2706

AX-89893435:nmh        39.171  ; 2707

AX-89893385:nmh        39.426  ; 2708

AX-89794904:ph3        40.709  ; 2709

AX-89836602:nmh        40.986  ; 2710

AX-89836671:ph3        40.986  ; 2711

AX-89864118:ph3        40.986  ; 2712

AX-89794851:ph3        41.667  ; 2713

AX-89914276:nmh        41.667  ; 2714

AX-89893827:nmh        41.667  ; 2715

AX-89893426:nmh        41.930  ; 2716

AX-89893764:nmh        42.927  ; 2717

AX-89794787:nmh        43.313  ; 2718

AX-89893705:ph3        44.030  ; 2719

AX-89858329:nmh        44.746  ; 2720

AX-89794698:nmh        45.463  ; 2721

AX-89836376:ph3        45.463  ; 2722

AX-89893681:nmh        45.741  ; 2723

AX-89836427:ph3        45.741  ; 2724

AX-89858296:ph3        46.306  ; 2725

AX-89905871:ph3        46.871  ; 2726

AX-89836342:nmh        47.150  ; 2727

AX-89893551:ph3        47.429  ; 2728

AX-89836263:ph3        47.429  ; 2729

AX-89794623:nmh        48.146  ; 2730

AX-89893535:nmh        48.621  ; 2731

AX-89836298:ph3        48.688  ; 2732

AX-89794552:nmh        49.589  ; 2733

AX-89794558:nmh        49.946  ; 2734

AX-89914209:nmh        49.946  ; 2735

AX-89794591:ph3        49.946  ; 2736

AX-89836245:ph3        50.594  ; 2737

AX-89832327:ph3        51.896  ; 2738

